Report ID;ComponentName;Model;Serial Number;Component Code;Failure;Additional Failure Description;Parent Case;Failure SMR;Active Stage;Failure2;Failure3;Failure32;Delivery;Failed Part Number;Failed Part Name;Component Name;Phenomenon Name;Plant;Current Queue;Status Reason;Created;Distributor;Subsidiary;Issue2;Additional Notes(Request);Distributor Contact;Filial DB code;Filial DB Name;LT DB;FY;YEAR
KBIPE202402501;PC130LC-10M0, HYDRAULIC CONTROL VALVE, Cotovelo do comando de válvulas, DEFACTIVE PARTS,   ;PC130LC-10M0;B20236;RX0 - Control valve;Elbow leak;;;1487;Sub.Confirmed Reply;16/01/2024;;03/02/2023;25/05/2023;02783-10628;Cotovelo do comando de válvulas;HYDRAULIC CONTROL VALVE;DEFACTIVE PARTS;KDB (Plant) (51);<Rodrigo Ongaro Horvath>;In Process;09/02/2024;F.W.MAQUINAS (213PEA);KBI (9447);09/02/2024;;Adaias Santos;213BAB;FW;24;FY2023;2024
KBI9A202402500;PC130LC-10M0, HST PUMP, RETENTOR, ENTER/LEAKS, Vazamento de óleo na bomba hidráulica.  ;PC130LC-10M0;B20078;K11 - Hyd. Piston Pump;Hyd. Pump;Vazamento de óleo na bomba hidráulica.;;1764,3;Closed;22/01/2024;30/01/2024;03/06/2022;09/09/2022;708-2L-32470;RETENTOR;HST PUMP;ENTER/LEAKS;KDB (Plant) (51);;Completed;14/02/2024;DCCO (213GOC);KBI (9447);15/02/2024;N/A;Julio Cesar Da Silva Pereira;213GOC;DCCO;24;FY2023;2024
KBISP202402514;PC130LC-10M0, TRACK SHOE, CONJ DE ELOS, DETERIORATION, DESGASTE PREMATURO NO MATERIAL RODANTE  ;PC130LC-10M0;B20247;301 - Track frame;Track link;DESGASTE PREMATURO NO MATERIAL RODANTE;;1364;Sub.Submitted;29/11/2023;07/02/2024;22/02/2023;01/01/1900;203-32-00311;CONJ DE ELOS;TRACK SHOE;DETERIORATION;KDB (Plant) (51);<Rafael Nasser Manfredini>;In Process;16/02/2024;BAUKO (213SPA);KBI (9447);16/02/2024;;Paulo Dias;213SPA;Bauko;79;FY2023;2024
KBI9A202402503;PC130LC-10M0, OTHERS, Conjunto da lâmpada, SERVICEABILITY, Faróis de trabalho opacos  ;PC130LC-10M0;B20130;984 - Acessory / Others;Headlight complain;Faróis de trabalho opacos;;11;Plant.QA Approved;16/02/2024;;30/07/2022;01/01/1900;2A8-06-11310;Conjunto da lâmpada;OTHERS;SERVICEABILITY;KDB (Plant) (51);KDB - Quality Assurance;In Process;19/02/2024;DCCO (213GOC);KBI (9447);19/02/2024;;ISMAEL CRESTANI;213GOC;DCCO;3;FY2023;2024
KBISP202402516;PC130LC-10M0, ENGINE ASSY, MUFFLER, MALFUNCTION, RUÍDO ANORMAL NO MIOLO DO SILENCIADOR  ;PC130LC-10M0;B20109;A1T - Muffler;Abnormal noise on muffler (before countermeasure);RUÍDO ANORMAL NO MIOLO DO SILENCIADOR;PC130LC-10M0, ENGINE ASSY, MUFFLER, ABNOMAL NOISE, ABNORMAL NOISE FROM THE EXHAUST MUFFLER  ;2130;Closed;10/04/2023;22/02/2024;18/07/2022;27/10/2022;6271-11-5230;MUFFLER;ENGINE ASSY;MALFUNCTION;KDB (Plant) (51);;Completed;22/02/2024;BAUKO (213SPA);KBI (9447);22/02/2024;;Caio Rodrigues;213ESD;Bauko;318;FY2023;2024
KBIMB202402513;PC130LC-10M0, OTHERS, BRACKET, BROKEN, Quebra dobradiça suporte do condensador  ;PC130LC-10M0;B20215;450 - A/C;Condensor support crack;Quebra dobradiça suporte do condensador;;1459;Closed;01/02/2024;15/02/2024;24/11/2022;28/06/2023;204-03-72111;BRACKET;OTHERS;BROKEN;KDB (Plant) (51);;Completed;28/02/2024;Mason (213I);KBI (9447);28/02/2024;;Higor Alves;213MGC;Mason;27;FY2023;2024
KBIMN202402501;PC130LC-10M0, BOOM, boom ASSEMBLY, CRACK, TRINCA NA BASE DE FIXAÇÃO DA CAÇAMBA  ;PC130LC-10M0;B20203;716 - Bucket;Bucket crack;TRINCA NA BASE DE FIXAÇÃO DA CAÇAMBA;;2205;Closed;23/01/2024;;11/11/2022;01/01/1900;2A8-70-00030;boom ASSEMBLY;BOOM;CRACK;KDB (Plant) (51);;Completed;29/02/2024;MASON NORTH (213PAE);KBI (9447);29/02/2024;;Ewelllin Borges;213PAE;Mason;37;FY2023;2024
KBISP202402518;PC130LC-10M0, AIR CONDITIONER, SUPORTE, BROKEN, QUEBRA DO SUPORTE DO CONDENSADOR  ;PC130LC-10M0;B20180;450 - A/C;Condensor support crack;QUEBRA DO SUPORTE DO CONDENSADOR;;1444;Closed;29/02/2024;;14/10/2022;01/06/2023;204-03-72111;SUPORTE;AIR CONDITIONER;BROKEN;KDB (Plant) (51);;Completed;29/02/2024;BAUKO (213SPA);KBI (9447);29/02/2024;;Gabriel Bonifacio;213SPB;Bauko;0;FY2023;2024
KBIPE202403501;PC130LC-10M0, ENGINE ASSY, MOTOR DIESEL, ABNOMAL NOISE, RUÍDOS ANORMAIS VINDO DO MOTOR  ;PC130LC-10M0;B20134;A00 - Engine;Engine abnormal noise;RUÍDOS ANORMAIS VINDO DO MOTOR;;1172;Closed;06/03/2024;;11/08/2022;01/09/2022;SAA4D95LE-5BR;MOTOR DIESEL;ENGINE ASSY;ABNOMAL NOISE;KDB (Plant) (51);;Completed;06/03/2024;F.W.MAQUINAS (213PEA);KBI (9447);06/03/2024;;Adaias Santos;213BAB;FW;0;FY2023;2024
KBISP202403503;PC130LC-10M0, ACCESSORY & PARTS, PLATE, DEFORMATION, DEFORMAÇÃO NA PLACA DE FIX. CIL. LANÇA  ;PC130LC-10M0;B20315;H16 - Boom cylinder;Boom cylinder cover;DEFORMAÇÃO NA PLACA DE FIX. CIL. LANÇA;;564;Closed;08/01/2024;;11/08/2023;29/09/2023;22B-70-21920;PLATE;ACCESSORY & PARTS;DEFORMATION;KDB (Plant) (51);;Completed;08/03/2024;BAUKO (213SPA);KBI (9447);08/03/2024;;Paulo Dias;213SPA;Bauko;60;FY2023;2024
KBIRS202403501;PC130LC-10M0, ACCESSORY & PARTS, PINTURA EM GERAL, WEAR/RUST/SCRATCHED(SURFACE), FALHA NA PINTURA  ;PC130LC-10M0;B20193;000 - Machine;Painting;FALHA NA PINTURA;;251;Closed;27/02/2024;;26/10/2022;23/01/2023;1;PINTURA EM GERAL;ACCESSORY & PARTS;WEAR/RUST/SCRATCHED(SURFACE);KDB (Plant) (51);;Completed;12/03/2024;VAMOS (2131F);KBI (9447);12/03/2024;;Gioge Seben;213RSC;VAMOS (2131F);14;FY2023;2024
KBISP202403508;PC130LC-10M0, ENGINE ASSY, MUFFLER, ABNOMAL NOISE, RUÍDO ANORMAL NO MIOLO DO SILENCIADOR  ;PC130LC-10M0;B20162;A1T - Muffler;Abnormal noise on muffler (before countermeasure);RUÍDO ANORMAL NO MIOLO DO SILENCIADOR;;2083;Closed;08/08/2023;;26/09/2022;27/10/2022;6271-11-5230;MUFFLER;ENGINE ASSY;ABNOMAL NOISE;KDB (Plant) (51);;Completed;14/03/2024;BAUKO (213SPA);KBI (9447);14/03/2024;;Caio Rodrigues;213ESD;Bauko;219;FY2023;2024
KBISP202403518;PC130LC-10M0, BATTERY, Bateria, MALFUNCTION, BAIXA CARGA DE BATERIA  ;PC130LC-10M0;B20180;D61 - Battery;Battery;BAIXA CARGA DE BATERIA;;1455;Closed;08/03/2024;;14/10/2022;01/06/2023;21K-06-B7160;Bateria;BATTERY;MALFUNCTION;KDB (Plant) (51);;Completed;15/03/2024;BAUKO (213SPA);KBI (9447);15/03/2024;;Gabriel Bonifacio;213SPB;Bauko;7;FY2023;2024
KBISP202403519;PC130LC-10M0, ACCESSORY & PARTS, HAMMER, WRONG/MISSING PART,   ;PC130LC-10M0;B20391;984 - Acessory / Others;Missing part;;;4,2;Plant.QA Approved;04/03/2024;18/03/2024;26/02/2024;01/01/1900;22B-54-17380;HAMMER;ACCESSORY & PARTS;WRONG/MISSING PART;KDB (Plant) (51);KDB - Quality Assurance;In Process;18/03/2024;BAUKO (213SPA);KBI (9447);18/03/2024;;Caio Rodrigues;213ESD;Bauko;14;FY2023;2024
KBIPR202403512;PC130LC-10M0, ACCESSORY & PARTS, PARAFUSOS, DEFECTIVE ADJUSTMENT, CONJUNTO DO MOTOR DE GIRO COM PARAFUSOS  ;PC130LC-10M0;B20227;L11 - Swing motor;Swing motor bolts loosen;CONJUNTO DO MOTOR DE GIRO COM PARAFUSOS;;1208;Plant.QA Approved;23/02/2024;01/03/2024;06/12/2022;20/04/2023;203-26-13170;PARAFUSOS;ACCESSORY & PARTS;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KDB - Quality Assurance;In Process;22/03/2024;VIANMAQ (213PRB);KBI (9447);22/03/2024;Após reinstalado o conjunto e realizado a montagem e usado o torque recomendado, foi testado e colocado o equipamento para para trabalhar. Onde trabalhou normalmente sem nenhum problema aparente.;Neia Sene;213PRB;Vianmaq ;28;FY2023;2024
KBIPR202403515;PC130LC-10M0, ARM, lança, BROKEN, BRAÇO RACHADO NA SOLDA  ;PC130LC-10M0;B20227;714 - Arm;Arm crack - AB25018 - FCB25016;BRAÇO RACHADO NA SOLDA;;1320;Sub.Confirmed Reply;19/03/2024;;06/12/2022;20/04/2023;20Y-70-B1000;lança;ARM;BROKEN;KDB (Plant) (51);<Rodrigo Ongaro Horvath>;In Process;25/03/2024;VIANMAQ (213PRB);KBI (9447);25/03/2024;O equipamento ainda esta no período de garantia, mas ainda sim preferimos esperar o retorno da fabrica para nos orientar sobre a correção da falha. Já que não identificamos nada que possa ter contribuído para essas trincas na solda, e o equipamento opera aproximadamente 84% em trabalho leve e muito leve conforme o mapa de carga aponta.;Neia Sene;213PRB;Vianmaq ;6;FY2023;2024
KBIPR202403517;PC130LC-10M0, ACCESSORY & PARTS, CONTROLADORA DO MOTOR, MALFUNCTION, COD. DWK2KA E DWK2KB - CONTROL. DA BOMBA  ;PC130LC-10M0;B20178;DA0 - Electronic controller;Engine controller;COD. DWK2KA E DWK2KB - CONTROL. DA BOMBA;;607;Closed;10/02/2024;;14/10/2022;11/01/2023;7835-51-4001;CONTROLADORA DO MOTOR;ACCESSORY & PARTS;MALFUNCTION;KDB (Plant) (51);;Completed;27/03/2024;VIANMAQ (213PRB);KBI (9447);28/03/2024;Cliente não possuí MMK, mas realiza revisões SPOT conosco. Solicitamos orientação da fábrica pois o equipamento esta for a da garantia padrão, porem esta com o horímetro baixo para apresentar um possível problema na controladora. Diante desse fato pedimos para nos orientar em como estar resolvendo essa falha para resolver o problema junto ao cliente que demonstra muita preocupação pelo fato para ele a maquina ainda ser nova.;Neia Sene;213PRB;Vianmaq ;47;FY2023;2024
KBISP202404504;PC130LC-10M0, ENGINE ASSY, MUFFLER, ABNOMAL NOISE, RUÍDO ANORMAL NO MIOLO DO SILENCIADOR  ;PC130LC-10M0;B20283;A1T - Muffler;Abnormal noise on muffler (before countermeasure);RUÍDO ANORMAL NO MIOLO DO SILENCIADOR;PC130LC-10M0, ENGINE ASSY, MUFFLER, ABNOMAL NOISE, ABNORMAL NOISE FROM THE EXHAUST MUFFLER  ;1000;Closed;12/04/2024;;30/06/2023;05/09/2023;6271-11-5230;MUFFLER;ENGINE ASSY;ABNOMAL NOISE;KDB (Plant) (51);;Completed;12/04/2024;BAUKO (213SPA);KBI (9447);12/04/2024;;Caio Rodrigues;213ESD;Bauko;0;FY2024;2024
KBIRS202404503;PC130LC-10M0, HYDRAULIC CONTROL VALVE, DISCO DE FREIO, MALFUNCTION, FALHA NO FREIO DO MOTOR DE GIRO  ;PC130LC-10M0;B20163;L11 - Swing motor;Swing motor brake;FALHA NO FREIO DO MOTOR DE GIRO;;1499;Closed;15/02/2024;08/04/2024;26/09/2022;20/12/2022;706-7C-91220;DISCO DE FREIO;HYDRAULIC CONTROL VALVE;MALFUNCTION;KDB (Plant) (51);;Completed;15/04/2024;VAMOS (2131F);KBI (9447);15/04/2024;;Gioge Seben;213RSC;VAMOS (2131F);60;FY2024;2024
KBISP202404505;PC130LC-10M0, ARM, Braço, ENTER/LEAKS, Trinca na solda base do pino do cilindro  ;PC130LC-10M0;B20288;H17 - Arm cylinder;Arm cylinder crack;Trinca na solda base do pino do cilindro;PC130LC-10M0, ARM, Braço, ENTER/LEAKS,   ;1158;Plant.QA Approved;18/04/2024;;13/07/2023;14/09/2023;204-70-00480;Braço;ARM;ENTER/LEAKS;KDB (Plant) (51);KDB - Quality Assurance;In Process;19/04/2024;BAUKO (213SPA);KBI (9447);19/04/2024;Please, we need to investigate this failure that occurred in the machine that was introduced within 1 year in the market.;Gabriel Bonifacio;213SPB;Bauko;1;FY2024;2024
KBIPE202404501;PC130LC-10M0, ACCESSORY & PARTS, Dobradica grade condesador, DEFECTIVE ADJUSTMENT,   ;PC130LC-10M0;B20268;450 - A/C;Condensor support crack;;;357;Closed;18/04/2024;;13/06/2023;01/01/1900;198-06-62820;Dobradica grade condesador;ACCESSORY & PARTS;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);;Completed;24/04/2024;F.W.MAQUINAS (213PEA);KBI (9447);24/04/2024;NAO IDENTIFICAMOS ACAO POR AGENTE EXTERNO QUE PUDESSE OCASIONAR EMPENO OU DADO NAS DOBRADICAS. NOS LEVANDO A ENTEDER QUE E UMA FALHA NO PRODUTO;Marcos Santos;213BAB;FW;6;FY2024;2024
KBISP202404507;PC130LC-10M0, BOOM, PLATE, DEFORMATION,   ;PC130LC-10M0;B20325;H16 - Boom cylinder;Boom cylinder cover;;;189;Closed;27/02/2024;26/03/2024;19/09/2023;01/01/1900;22B-70-21920;PLATE;BOOM;DEFORMATION;KDB (Plant) (51);;Completed;26/04/2024;BAUKO (213SPA);KBI (9447);26/04/2024;;Paulo Dias;213SPA;Bauko;59;FY2024;2024
KBIMB202404512;PC130LC-10M0, ACCESSORY & PARTS, silencioso, ABNOMAL NOISE, Silencioso assoviando  ;PC130LC-10M0;B20210;A1T - Muffler;Abnormal noise on muffler (before countermeasure);Silencioso assoviando;;1649;Closed;26/01/2024;;16/11/2022;03/04/2023;6271-11-5230;silencioso;ACCESSORY & PARTS;ABNOMAL NOISE;KDB (Plant) (51);;Completed;30/04/2024;Mason (213I);KBI (9447);30/04/2024;Equipamento testado e liberado para operação.;Whasterley Silva;213I;Mason;95;FY2024;2024
KBIMB202404513;PC130LC-10M0, TRACK ROLLER, ROLETE INFERIOR LD, MALFUNCTION, Rolete inferior travando  ;PC130LC-10M0;B20210;304 - Track roller;Track roller break / leak;Rolete inferior travando;;1649;Closed;26/01/2024;;16/11/2022;03/04/2023;22B-30-00412;ROLETE INFERIOR LD;TRACK ROLLER;MALFUNCTION;KDB (Plant) (51);;Completed;30/04/2024;Mason (213I);KBI (9447);30/04/2024;Equipamento testado e liberado para operação.;Whasterley Silva;213I;Mason;95;FY2024;2024
KBISP202404511;PC130LC-10M0, IDLER, support, DEFECTIVE ADJUSTMENT,   ;PC130LC-10M0;B20291;303 - Front idler;Front idler clearance;;;1030;Closed;30/04/2024;;14/07/2023;05/09/2023;203-30-52112;support;IDLER;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);;Completed;30/04/2024;BAUKO (213SPA);KBI (9447);30/04/2024;PRIMEIRA MÁQUINA DO CLIENTE;Caio Rodrigues;213ESD;Bauko;0;FY2024;2024
KBISP202405501;PC130LC-10M0, BUCKET(H/E BACKHOE), LINK, WEAR/RUST/SCRATCHED(SURFACE),   ;PC130LC-10M0;B20293;716 - Bucket;Bucket clearance;;PC130LC-10M0, BUCKET(H/E BACKHOE), LINK, WEAR/RUST/SCRATCHED(SURFACE), INTERFERENCE  ;255;Closed;29/04/2024;;18/07/2023;25/09/2023;203-70-54110;LINK;BUCKET(H/E BACKHOE);WEAR/RUST/SCRATCHED(SURFACE);KDB (Plant) (51);;Completed;06/05/2024;BAUKO (213SPA);KBI (9447);06/05/2024;;Paulo Dias;213SPA;Bauko;7;FY2024;2024
KBISP202405502;PC130LC-10M0, FINAL DRIVE, Sprocket, OPERATIONAL COMPLAINT,   ;PC130LC-10M0;B20293;301 - Track frame;Track abnormal noise;;;255;Closed;29/04/2024;;18/07/2023;25/09/2023;2A3-27-11310;Sprocket;FINAL DRIVE;OPERATIONAL COMPLAINT;KDB (Plant) (51);;Completed;06/05/2024;BAUKO (213SPA);KBI (9447);06/05/2024;;Paulo Dias;213SPA;Bauko;7;FY2024;2024
KBISP202405503;PC130LC-10M0, BUCKET(H/E BACKHOE), LIMK, WEAR/RUST/SCRATCHED(SURFACE),   ;PC130LC-10M0;B20393;716 - Bucket;Bucket clearance;;PC130LC-10M0, BUCKET(H/E BACKHOE), LINK, WEAR/RUST/SCRATCHED(SURFACE), INTERFERENCE  ;4;Closed;11/04/2024;;26/02/2024;01/01/1900;203-70-54110;LIMK;BUCKET(H/E BACKHOE);WEAR/RUST/SCRATCHED(SURFACE);KDB (Plant) (51);;Completed;06/05/2024;BAUKO (213SPA);KBI (9447);06/05/2024;;Paulo Dias;213SPA;Bauko;25;FY2024;2024
KBIPE202405500;PC130LC-10M0, OTHERS, DOBRADIÇA, DEFECTIVE ADJUSTMENT, DESGASTE NA DOBRADIÇA DO SUP. DO CONDENS  ;PC130LC-10M0;B20268;450 - A/C;Condensor support crack;DESGASTE NA DOBRADIÇA DO SUP. DO CONDENS;;357;Closed;20/05/2024;;13/06/2023;01/01/1900;198-06-62820;DOBRADIÇA;OTHERS;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);;Completed;21/05/2024;F.W.MAQUINAS (213PEA);KBI (9447);21/05/2024;;Marcos Santos;213BAB;FW;1;FY2024;2024
KBISP202312527;PC130LC-10M0, ACCESSORY & PARTS, PIN, SCORED,   ;PC130LC-10M0;B20306;714 - Arm;Bushing and Pin wear;;;1016;Closed;18/12/2023;;01/08/2023;11/09/2023;22B-70-22550;PIN;ACCESSORY & PARTS;SCORED;KDB (Plant) (51);;Completed;18/12/2023;BAUKO (213SPA);KBI (9447);21/05/2024;PRIMEIRA MÁQUINA DO CLIENTE;Caio Rodrigues;213ESD;Bauko;155;FY2024;2024
KBISP202405512;PC130LC-10M0, ACCESSORY & PARTS, MUFFLER, MALFUNCTION, FOLGA INTERNA NO MIOLO DO MUFFLER  ;PC130LC-10M0;B20336;A1T - Muffler;Abnormal noise on muffler (before countermeasure);FOLGA INTERNA NO MIOLO DO MUFFLER;;664;Closed;21/05/2024;;26/09/2023;01/01/1900;6271-11-5230;MUFFLER;ACCESSORY & PARTS;MALFUNCTION;KDB (Plant) (51);;Completed;21/05/2024;BAUKO (213SPA);KBI (9447);21/05/2024;;Caio Rodrigues;213ESD;Bauko;0;FY2024;2024
KBISP202406505;PC130LC-10M0, CAB ASS'Y GROUP, COXIM, MALFUNCTION,   ;PC130LC-10M0;B20411;551 - Operator's Cab;Cab cushion;;;7;Plant.QA Approved;10/05/2024;10/05/2024;28/03/2024;01/01/1900;20Y-53-13113;COXIM;CAB ASS'Y GROUP;MALFUNCTION;KDB (Plant) (51);KDB - Quality Assurance;In Process;04/06/2024;BAUKO (213SPA);KBI (9447);04/06/2024;;Paulo Dias;213SPA;Bauko;25;FY2024;2024
KBI1F202406503;PC130LC-10M0, ACCESSORY & PARTS, PLACA, LOOSEN, PLACA DE FIXAÇÃO CILINDRO DA LANÇA  ;PC130LC-10M0;B20323;H16 - Boom cylinder;Boom cylinder cover;PLACA DE FIXAÇÃO CILINDRO DA LANÇA;;771;Closed;30/04/2024;15/05/2024;13/09/2023;10/10/2023;22B-70-21910;PLACA;ACCESSORY & PARTS;LOOSEN;KDB (Plant) (51);;Completed;05/06/2024;VAMOS (2131F);KBI (9447);05/06/2024;;Franciele Ferreira;213RSC;VAMOS (2131F);36;FY2024;2024
KBISP202312525;PC130LC-10M0, ACCESSORY & PARTS, PIN, WEAR/RUST/SCRATCHED(SURFACE),   ;PC130LC-10M0;B20283;714 - Arm;Pin wear;;;586;Closed;16/01/2024;;30/06/2023;05/09/2023;22B-70-2255;PIN;ACCESSORY & PARTS;WEAR/RUST/SCRATCHED(SURFACE);KDB (Plant) (51);;Completed;18/12/2023;BAUKO (213SPA);KBI (9447);05/06/2024;PRIMEIRA DATA DO CLIENTE;Caio Rodrigues;213ESD;Bauko;141;FY2024;2024
KBISP202406510;PC130LC-10M0, ARM, ARM, CRACK, TRINCA NA SOLDA DO BRAÇO  ;PC130LC-10M0;B20291;714 - Arm;Arm crack - AB25018 - FCB25016;TRINCA NA SOLDA DO BRAÇO;;1370;Closed;07/06/2024;;14/07/2023;05/09/2023;204-70-00480;ARM;ARM;CRACK;KDB (Plant) (51);;Completed;07/06/2024;BAUKO (213SPA);KBI (9447);07/06/2024;;Caio Rodrigues;213ESD;Bauko;0;FY2024;2024
KBISP202406511;PC130LC-10M0, ARM, ARM, CRACK, TRINCA NA SOLDA DO BRAÇO  ;PC130LC-10M0;B20109;714 - Arm;Arm crack - AB25018 - FCB25016;TRINCA NA SOLDA DO BRAÇO;;3876;Closed;07/06/2024;;18/07/2022;27/10/2022;204-70-00480;ARM;ARM;CRACK;KDB (Plant) (51);;Completed;07/06/2024;BAUKO (213SPA);KBI (9447);07/06/2024;CLIENTE POSSUI DOIS EQUIPAMENTOS KOMATSU;Caio Rodrigues;213ESD;Bauko;0;FY2024;2024
KBISP202406516;PC130LC-10M0, ARM, ARM, DETERIORATION, EMBUCHAMENTO  ;PC130LC-10M0;B20254;714 - Arm;Bushing and Pin wear;EMBUCHAMENTO;;1207;Closed;13/06/2024;;15/03/2023;01/01/1900;204-70-00480;ARM;ARM;DETERIORATION;KDB (Plant) (51);;Completed;14/06/2024;BAUKO (213SPA);KBI (9447);14/06/2024;EQUIPAMENTO UTILIZA GRAXA KOMATSU;Caio Rodrigues;213ESD;Bauko;1;FY2024;2024
KBIMB202406510;PC130LC-10M0, CAB ASS'Y GROUP, coxins, MALFUNCTION, coxins avariados  ;PC130LC-10M0;B20241;551 - Operator's Cab;Cab cushion;coxins avariados;;1069;Closed;09/01/2024;27/05/2024;09/02/2023;12/09/2023;20Y-53-13113;coxins;CAB ASS'Y GROUP;MALFUNCTION;KDB (Plant) (51);;Completed;24/06/2024;Mason (213I);KBI (9447);24/06/2024;Equipamento testado e liberado para operação.;Whasterley Silva;213I;Mason;167;FY2024;2024
KBIPR202406511;PC130LC-10M0, OTHERS, CONTRA PESO, DEFECTIVE APPEARANCE, QUALIDADE DE ACABAMENTO  ;PC130LC-10M0;B20457;542 - Counterweight;Counterweight paiting;QUALIDADE DE ACABAMENTO;;3,8;Plant.QA Approved;21/06/2024;;22/05/2024;01/01/1900;XX;CONTRA PESO;OTHERS;DEFECTIVE APPEARANCE;KDB (Plant) (51);KDB - Quality Assurance;In Process;25/06/2024;VIANMAQ (213PRB);KBI (9447);25/06/2024;Reforçamos e alertamos a necessidade de uma inspeção no equipamento antes do carregamento e saída do estoque para o distribuidor. Visto que tem equipamentos que já saem direcionados a serem entregues ao cliente e não tendo tempo hábil para certos consertos de falhas.;Neia Sene;213PRB;Vianmaq ;4;FY2024;2024
KBIPE202406501;PC130LC-10M0, AIR CONDITIONER, Suporte, BROKEN,   ;PC130LC-10M0;B20344;450 - A/C;Condensor support crack;;;924;Closed;21/06/2024;;06/10/2023;16/11/2023;204-979-7730;Suporte;AIR CONDITIONER;BROKEN;KDB (Plant) (51);;Completed;27/06/2024;F.W.MAQUINAS (213PEA);KBI (9447);28/06/2024;Equipamento em local de risco, realizamos reparo paliativo da cordoaria para movimentação e estacionamento em local seguro, não identificamos ação por agente externo que pudesse ocasionar danos da estrutura do suporte de ar condicionado e pelas característica entendemos que foi falha de produto.;Marcos Santos;213BAB;FW;7;FY2024;2024
KBIPR202407502;PC130LC-10M0, TRACK ROLLER, ROLETE, ENTER/LEAKS, Falha em rolete inferior Esquerdo  ;PC130LC-10M0;B20235;304 - Track roller;Track roller break / leak;Falha em rolete inferior Esquerdo;;598;Closed;25/06/2024;27/06/2024;02/02/2023;29/09/2023;22B-30-00412;ROLETE;TRACK ROLLER;ENTER/LEAKS;KDB (Plant) (51);;Completed;02/07/2024;VIANMAQ (213PRB);KBI (9447);02/07/2024;TENDO EM VISTA AS OBSERVAÇÕES É POSSIVEL CONCLUIR QUE A FALHA FOI DO CONJUNTO DE ROLETE INFERIOR, DEVIDO AO VAZAMENTO DE ÓLEO QUE NÃO FOI OBSERVADO DURANTE A OPERAÇÃO E VEIO A PROVOCAR FALHAS NO MESMO. EQUIPAMENTO POSSUI CONTRATO DE MANUTENÇÃO.;Neia Sene;213PRB;Vianmaq ;7;FY2024;2024
KBIPR202407508;PC130-10M0, OTHERS, CHASSI INFERIOR, WEAR/RUST/SCRATCHED(SURFACE), AVARIA PINTURA -  ;PC130-10M0;B20462;000 - Machine;Painting;AVARIA PINTURA -;;6,3;Plant.QA Approved;26/06/2024;;28/05/2024;01/01/1900;XX;CHASSI INFERIOR;OTHERS;WEAR/RUST/SCRATCHED(SURFACE);KDB (Plant) (51);KDB - Quality Assurance;In Process;05/07/2024;VIANMAQ (213PRB);KBI (9447);05/07/2024;EQUIPAMENTO APRESENTA FALHA NA PINTURA NA PEÇA INTEIRA COMO APRESENTA NA FOTO EXPOSTA NA TSI. ONDE HOUVE A NECESSIDADE DE REALIZAR O REPARO, PARA DEIXAR O EQUIPAMENTO EM PERFEITA CONDIÇÕES PARA SER ENTREGUE AO CLIENTE..;Neia Sene;213PRB;Vianmaq ;9;FY2024;2024
KBIPR202407509;PC130-10M0, OTHERS, PINTURA, WEAR/RUST/SCRATCHED(SURFACE), AVARIAS NA PINTURA E ACABAMENTO - QUALI  ;PC130-10M0;B20431;000 - Machine;Painting;AVARIAS NA PINTURA E ACABAMENTO - QUALI;;4;Plant.QA Approved;28/06/2024;;29/04/2024;01/01/1900;XX;PINTURA;OTHERS;WEAR/RUST/SCRATCHED(SURFACE);KDB (Plant) (51);KDB - Quality Assurance;In Process;05/07/2024;VIANMAQ (213PRB);KBI (9447);05/07/2024;REGISTRAMOS E REFORÇAMOS A NECESSIDADE DE UMA INSPEÇÃAO EM RELAÇÃO A QUALIDADE DE ACABAMENTO AO SAIR PARA TRANSPORTE. SABEMOS QUE EXISTE FALHAS QUE PODEM OCORRER NO TRANAPORTE , PELO TEMPO EM ESTOCAGEM. MAS ESSAS NO PROCESSO DE FABRICAAÇÃO DEVERIA SIM PASSAR POR UMA VISTORIA CRITERIOSA AFIM DE CONTROLE DE QUALIDADE. POR ISSO RELATAMOS E EVIDENCIAMOS AS FALHAS SEMPRE COM O INTUIDO DE BUSCAR UMA MELHORIA.;Neia Sene;213PRB;Vianmaq ;7;FY2024;2024
KBIPR202407512;PC130LC-10M0, KOMTRAX ASSY, CONTROLADORA, MALFUNCTION, KOMTRAX NÃO COMUNICA  ;PC130LC-10M0;B20273;DA0 - Electronic controller;Komtrax controller;KOMTRAX NÃO COMUNICA;;821;Closed;20/01/2024;24/06/2024;16/06/2023;05/07/2023;7826-60-1001;CONTROLADORA;KOMTRAX ASSY;MALFUNCTION;KDB (Plant) (51);;Completed;10/07/2024;VIANMAQ (213PRB);KBI (9447);10/07/2024;"Após a substituição conforme orientação da fábrica nós abriremos um chamado para o ICT e informaremos os dados da PN e serial de ambos as controladoras, a que saiu da máquina e a controladora que foi instalada. Para com essas informações fazerem as alterações do registro no sistema e então aguardaremos um prazo de 07 dias para a máquina voltar a comunicar.
PN VELHA 7826-60-1001 / 064437
PN NOVA 7826-60-1002 / 113644";Neia Sene;213PRB;Vianmaq ;172;FY2024;2024
